year,country,occ,occ_dp,move,comm,comm_t,phys,skill,age,family,mwage,uwage,pwage,pwage_r,bwage,bwage_r,hours,temp,cond_l,cond_c,strike,relig,othwork,iap,attend,freq,proof,firsan,firsan_d,firsan_r,secsan,secsan_d,secsan_r,thirsan,thirsan_d,thirsan_r,fursan,fursan_d,fursan_r,volsan,volsan_d,volsan_r,attsan,attsan_d,attsan_r,actsan,actsan_d,actsan_r,cntry,occup,wage,oth,jsr,vol,ref,rep,fail,conditionality,conditions,sanctions
1990,France,Unlimited protection,.a,0,0,.a,0,0,0,0,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,1,.a,1,,,,,,,,,,0,13,1,1,,1,,,,France,0,1,6,3,4,6,6,0,.52704626,.41666666,.66666669
1991,France,Unlimited protection,.a,0,0,.a,0,0,0,0,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,1,.a,1,,,,,,,,,,0,13,1,1,,1,,,,France,0,1,6,3,4,6,6,0,.52704626,.41666666,.66666669
1992,France,Unlimited protection,.a,0,0,.a,0,0,0,0,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,0,26,1,,,,,,,,,,0,13,1,0,26,1,0,26,1,France,0,1,6,3,4,5,1,5,.51031035,.41666666,.625
1993,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,0,26,1,,,,,,,,,,0,13,1,0,26,1,0,26,1,France,0,1,5,3,4,5,1,5,.48412293,.375,.625
1994,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,0,26,1,,,,,,,,,,0,13,1,0,26,1,0,26,1,France,0,1,5,3,4,5,1,5,.48412293,.375,.625
1995,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,0,26,1,,,,,,,,,,0,13,1,0,26,1,0,26,1,France,0,1,5,3,4,5,1,5,.48412293,.375,.625
1996,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,0,26,1,,,,,,,,,,0,13,1,0,26,1,0,26,1,France,0,1,5,3,4,5,1,5,.48412293,.375,.625
1997,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,0,26,1,,,,,,,,,,0,13,1,0,26,1,0,26,1,France,0,1,5,3,4,5,1,5,.48412293,.375,.625
1998,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,0,26,1,,,,,,,,,,0,13,1,0,26,1,0,26,1,France,0,1,5,3,4,5,1,5,.48412293,.375,.625
1999,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,0,1,4,1,0,26,1,,,,,,,,,,0,13,1,0,26,1,0,26,1,France,0,1,5,3,4,5,1,5,.48412293,.375,.625
2000,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,2,1,4,1,0,26,1,,,,,,,,,,0,13,1,0,26,1,0,26,1,France,0,1,5,5,4,5,1,5,.535218,.45833334,.625
2001,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,2,1,26,1,0,26,1,,,,,,,,,,0,11,1,0,26,1,0,26,1,France,0,1,5,4,3,5,1,5,.49300665,.41666666,.58333331
2002,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,2,1,26,1,0,26,1,,,,,,,,,,0,11,1,0,26,1,0,26,1,France,0,1,5,4,3,5,1,5,.49300665,.41666666,.58333331
2003,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,2,1,26,1,0,26,1,,,,,,,,,,0,11,1,0,26,1,0,26,1,France,0,1,5,4,3,5,1,5,.49300665,.41666666,.58333331
2004,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,2,1,26,1,0,26,1,,,,,,,,,,0,11,1,0,26,1,0,26,1,France,0,1,5,4,3,5,1,5,.49300665,.41666666,.58333331
2005,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,2,1,26,1,0,26,.2,1,.a,1,,,,,,,0,11,1,0,26,.2,0,8,1,France,0,1,5,4,3,3,6,4,.52704626,.41666666,.66666669
2006,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,2,1,4,1,0,26,.2,1,.a,1,,,,,,,0,11,1,0,26,.2,0,8,1,France,0,1,5,5,3,3,6,4,.55277079,.45833334,.66666669
2007,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,0,.a,0,.a,0,0,0,0,0,0,0,2,1,4,1,0,26,.2,1,.a,1,,,,,,,0,11,1,0,26,.2,0,8,1,France,0,1,5,5,3,3,6,4,.55277079,.45833334,.66666669
2008,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,8,1,1,.a,1,,,,0,11,1,0,8,1,0,26,.2,France,0,0,5,5,3,0,6,3,.45643547,.41666666,.5
2009,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,8,1,1,.a,1,,,,0,11,1,0,8,1,0,26,.2,France,0,0,5,5,3,0,6,3,.45643547,.41666666,.5
2010,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,8,1,1,.a,1,,,,0,11,1,0,8,1,0,26,.2,France,0,0,5,5,3,0,6,3,.45643547,.41666666,.5
2011,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,8,1,1,.a,1,,,,0,11,1,0,8,1,0,26,.2,France,0,0,5,5,3,0,6,3,.45643547,.41666666,.5
2012,France,Unlimited protection,.a,0,0,.a,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,8,1,1,.a,1,,,,0,11,1,0,8,1,0,26,.2,France,0,0,5,5,3,0,6,3,.45643547,.41666666,.5
1980,Germany,Unlimited protection,.a,1,1,1.5,1,1,1,1,1,1,,,1,1,0,0,1,1,0,0,0,0,1,,0,0,4,1,1,.a,1,,,,,,,0,4,1,0,1,1,,,,Germany,0,1,3,0,1,2,6,0,.25,.16666667,.375
1981,Germany,Unlimited protection,.a,1,1,1.5,1,1,1,1,1,1,,,1,1,0,0,1,1,0,0,0,0,1,,0,0,8,1,1,.a,1,,,,,,,0,8,1,0,2,1,,,,Germany,0,1,3,0,2,3,6,0,.2763854,.16666667,.45833334
1982,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,8,1,1,.a,1,,,,,,,0,8,1,0,2,1,,,,Germany,4,2,3,0,2,3,6,0,.41457811,.375,.45833334
1983,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,8,1,1,.a,1,,,,,,,0,8,1,0,2,1,,,,Germany,4,2,3,0,2,3,6,0,.41457811,.375,.45833334
1984,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1985,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1986,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1987,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1988,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1989,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1990,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1991,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1992,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1993,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1994,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1995,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1996,Germany,Permitted period,20,1,1,2.5,1,1,1,1,1,1,1,.8,1,1,0,0,1,1,0,0,0,0,1,,0,0,6,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,4,2,3,0,4,3,6,0,.45069391,.375,.54166669
1997,Germany,No right to refuse,0,1,1,3,1,0,0,0,0,0,1,.8,1,1,0,0,1,1,0,0,0,1,1,12,1,0,12,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,6,2,4,4,4,4,6,0,.62360954,.66666669,.58333331
1998,Germany,No right to refuse,0,1,1,3,1,0,0,0,0,0,1,.8,1,1,0,0,1,1,0,0,0,1,1,12,1,0,12,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,6,2,4,4,4,4,6,0,.62360954,.66666669,.58333331
1999,Germany,No right to refuse,0,1,1,2.5,1,0,0,0,0,0,1,.8,1,1,0,0,1,1,0,0,0,1,1,24,1,0,12,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,6,2,4,3,4,4,6,0,.60380739,.625,.58333331
2000,Germany,No right to refuse,0,1,1,2.5,1,0,0,0,0,0,1,.8,1,1,0,0,1,1,0,0,0,1,1,24,1,0,12,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,6,2,4,3,4,4,6,0,.60380739,.625,.58333331
2001,Germany,No right to refuse,0,1,1,2.5,1,0,0,0,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,12,1,1,.a,1,,,,,,,0,12,1,0,2,1,,,,Germany,6,2,4,4,4,4,6,0,.62360954,.66666669,.58333331
2002,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,2,1,,,,Germany,6,2,4,4,4,2,5,0,.55277079,.66666669,.45833334
2003,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,2,4,4,4,2,5,2,.60092521,.66666669,.54166669
2004,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,2,4,4,4,2,5,2,.60092521,.66666669,.54166669
2005,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,2,4,4,4,2,5,2,.60092521,.66666669,.54166669
2006,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,2,4,4,4,2,5,2,.60092521,.66666669,.54166669
2007,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,2,4,4,4,2,5,2,.60092521,.66666669,.54166669
2008,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,2,4,4,4,2,5,2,.60092521,.66666669,.54166669
2009,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,2,4,4,4,2,5,2,.60092521,.66666669,.54166669
2010,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,2,4,4,4,2,5,2,.60092521,.66666669,.54166669
2011,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,0,4,4,4,2,5,2,.56211406,.58333331,.54166669
2012,Germany,No right to refuse,0,1,1,2.5,1,0,0,1,0,0,1,.8,1,1,0,0,1,1,0,0,0,2,1,24,1,0,3,1,0,6,1,0,12,1,0,12,1,0,12,1,0,1,1,0,2,1,Germany,6,0,4,4,4,2,5,2,.56211406,.58333331,.54166669
1980,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,0,3,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1981,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,0,3,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1982,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1983,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1984,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1985,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1986,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1987,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1988,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1989,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1990,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1991,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1992,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1993,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1994,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1995,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1996,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1997,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1998,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
1999,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
2000,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,0,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,0,6,6,6,0,.53033006,.375,.75
2001,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2002,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2003,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2004,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2005,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2006,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2007,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2008,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2009,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2010,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2011,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
2012,Greece,Unlimited protection,.a,1,1,,1,1,0,1,1,0,0,.a,0,.a,0,0,0,0,0,1,0,1,1,,0,1,.a,1,,,,,,,,,,1,.a,1,1,,1,,,,Greece,0,5,4,1,6,6,6,0,.559017,.41666666,.75
1980,Ireland,Permitted period,,0,1,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,0,0,6,1,,,,,,,,,,0,6,1,999,,1,,,,Ireland,1,0,5,0,2,3,1,0,.25,.25,.25
1981,Ireland,Permitted period,,0,1,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,0,0,6,1,,,,,,,,,,0,6,1,999,,1,,,,Ireland,1,0,5,0,2,3,1,0,.25,.25,.25
1982,Ireland,Permitted period,,0,1,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,0,0,6,1,,,,,,,,,,0,6,1,999,,1,,,,Ireland,1,0,5,0,2,3,1,0,.25,.25,.25
1983,Ireland,Permitted period,,0,1,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,0,0,6,1,,,,,,,,,,0,6,1,999,,1,,,,Ireland,1,0,5,0,2,3,1,0,.25,.25,.25
1984,Ireland,Permitted period,,0,1,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,0,0,6,1,,,,,,,,,,0,6,1,999,,1,,,,Ireland,1,0,5,0,2,3,1,0,.25,.25,.25
1985,Ireland,Permitted period,,0,1,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,0,0,6,1,,,,,,,,,,0,6,1,999,,1,,,,Ireland,1,0,5,0,2,3,1,0,.25,.25,.25
1986,Ireland,Permitted period,,0,1,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,0,0,6,1,,,,,,,,,,0,6,1,999,,1,,,,Ireland,1,0,5,0,2,3,1,0,.25,.25,.25
1987,Ireland,Permitted period,,0,1,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,0,0,6,1,,,,,,,,,,0,6,1,999,,1,,,,Ireland,1,0,5,0,2,3,1,0,.25,.25,.25
1988,Ireland,Permitted period,,0,1,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,0,0,6,1,,,,,,,,,,0,6,1,999,,1,,,,Ireland,1,0,5,0,2,3,1,0,.25,.25,.25
1989,Ireland,Permitted period,,0,1,,1,1,1,1,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,999,1,0,6,1,,,,,,,,,,0,6,1,999,,1,1,,1,Ireland,1,0,3,1,2,3,1,6,.3227486,.20833333,.5
1990,Ireland,Permitted period,,0,1,,1,1,1,1,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,999,1,0,6,1,,,,,,,,,,0,6,1,999,,1,1,,1,Ireland,1,0,3,1,2,3,1,6,.3227486,.20833333,.5
1991,Ireland,Permitted period,,0,1,,1,1,1,1,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,999,1,0,6,1,,,,,,,,,,0,6,1,999,,1,1,,1,Ireland,1,0,3,1,2,3,1,6,.3227486,.20833333,.5
1992,Ireland,Permitted period,,0,1,,1,1,1,1,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,999,1,0,9,1,,,,,,,,,,0,9,1,999,,1,1,,1,Ireland,1,0,3,1,3,3,1,6,.3359274,.20833333,.54166669
1993,Ireland,Permitted period,,0,1,,1,1,1,1,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,999,1,0,9,1,,,,,,,,,,0,9,1,999,,1,1,,1,Ireland,1,0,3,1,3,3,1,6,.3359274,.20833333,.54166669
1994,Ireland,Permitted period,,0,1,,1,1,1,1,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,999,1,0,9,1,,,,,,,,,,0,9,1,999,,1,1,,1,Ireland,1,0,3,1,3,3,1,6,.3359274,.20833333,.54166669
